Cement,Water,W/C,W/Binder,Sand,Gravel,Superplasticizer,Flyash,GGBS,Age,Strength
252.3,146.3,0.6,0.4,889,987.8,14.2,98.8,0,3,21.78
252.3,146.3,0.6,0.4,889,987.8,14.2,98.8,0,14,42.29
252.3,146.3,0.6,0.4,889,987.8,14.2,98.8,0,28,50.6
252.3,146.3,0.6,0.4,889,987.8,14.2,98.8,0,56,55.83
252.3,146.3,0.6,0.4,889,987.8,14.2,98.8,0,100,60.95
246.8,143.3,0.6,0.4,800.9,1086.8,12,125.1,0,3,23.52
246.8,143.3,0.6,0.4,800.9,1086.8,12,125.1,0,14,42.22
246.8,143.3,0.6,0.4,800.9,1086.8,12,125.1,0,28,52.5
246.8,143.3,0.6,0.4,800.9,1086.8,12,125.1,0,56,60.32
246.8,143.3,0.6,0.4,800.9,1086.8,12,125.1,0,100,66.42
275.1,159.5,0.6,0.4,777.5,1053.6,9.9,121.4,0,3,23.8
275.1,159.5,0.6,0.4,777.5,1053.6,9.9,121.4,0,14,38.77
275.1,159.5,0.6,0.4,777.5,1053.6,9.9,121.4,0,28,51.33
275.1,159.5,0.6,0.4,777.5,1053.6,9.9,121.4,0,56,56.85
275.1,159.5,0.6,0.4,777.5,1053.6,9.9,121.4,0,100,58.61
297.2,174.8,0.6,0.4,753.5,1022.8,9.5,117.5,0,3,21.91
297.2,174.8,0.6,0.4,753.5,1022.8,9.5,117.5,0,14,36.99
297.2,174.8,0.6,0.4,753.5,1022.8,9.5,117.5,0,28,47.4
297.2,174.8,0.6,0.4,753.5,1022.8,9.5,117.5,0,56,51.96
297.2,174.8,0.6,0.4,753.5,1022.8,9.5,117.5,0,100,56.74
213.7,154.8,0.7,0.4,776.4,1053.5,10.2,174.7,0,3,17.57
213.7,154.8,0.7,0.4,776.4,1053.5,10.2,174.7,0,14,33.73
213.7,154.8,0.7,0.4,776.4,1053.5,10.2,174.7,0,28,40.15
213.7,154.8,0.7,0.4,776.4,1053.5,10.2,174.7,0,56,46.64
213.7,154.8,0.7,0.4,776.4,1053.5,10.2,174.7,0,100,50.08
213.5,154.6,0.7,0.4,775.5,1052.3,11.7,174.2,0,3,17.37
213.5,154.6,0.7,0.4,775.5,1052.3,11.7,174.2,0,14,33.7
213.5,154.6,0.7,0.4,775.5,1052.3,11.7,174.2,0,28,45.94
213.5,154.6,0.7,0.4,775.5,1052.3,11.7,174.2,0,56,51.43
213.5,154.6,0.7,0.4,775.5,1052.3,11.7,174.2,0,100,59.3
277.2,160.7,0.6,0.4,782.5,1061.7,11.2,24.5,97.8,3,30.45
277.2,160.7,0.6,0.4,782.5,1061.7,11.2,24.5,97.8,14,47.71
277.2,160.7,0.6,0.4,782.5,1061.7,11.2,24.5,97.8,28,63.14
277.2,160.7,0.6,0.4,782.5,1061.7,11.2,24.5,97.8,56,66.82
277.2,160.7,0.6,0.4,782.5,1061.7,11.2,24.5,97.8,100,66.95
218.2,140.8,0.6,0.4,792.7,1075.7,11.9,123.8,54.6,3,27.42
218.2,140.8,0.6,0.4,792.7,1075.7,11.9,123.8,54.6,14,35.96
218.2,140.8,0.6,0.4,792.7,1075.7,11.9,123.8,54.6,28,55.51
218.2,140.8,0.6,0.4,792.7,1075.7,11.9,123.8,54.6,56,61.99
218.2,140.8,0.6,0.4,792.7,1075.7,11.9,123.8,54.6,100,63.53
214.9,155.6,0.7,0.4,780.6,1014.3,9.6,121.9,53.8,3,18.02
214.9,155.6,0.7,0.4,780.6,1014.3,9.6,121.9,53.8,14,38.6
214.9,155.6,0.7,0.4,780.6,1014.3,9.6,121.9,53.8,28,52.2
214.9,155.6,0.7,0.4,780.6,1014.3,9.6,121.9,53.8,56,53.96
214.9,155.6,0.7,0.4,780.6,1014.3,9.6,121.9,53.8,100,56.63
218.9,158.5,0.7,0.5,794.9,1078.7,11.3,124.1,0,3,15.34
218.9,158.5,0.7,0.5,794.9,1078.7,11.3,124.1,0,14,26.05
218.9,158.5,0.7,0.5,794.9,1078.7,11.3,124.1,0,28,30.22
218.9,158.5,0.7,0.5,794.9,1078.7,11.3,124.1,0,56,37.27
218.9,158.5,0.7,0.5,794.9,1078.7,11.3,124.1,0,100,46.23
376,214.6,0.6,0.6,762.4,1003.5,0,0,0,3,16.28
376,214.6,0.6,0.6,762.4,1003.5,0,0,0,14,25.62
376,214.6,0.6,0.6,762.4,1003.5,0,0,0,28,31.97
376,214.6,0.6,0.6,762.4,1003.5,0,0,0,56,36.3
376,214.6,0.6,0.6,762.4,1003.5,0,0,0,100,43.06
500,140,0.3,0.3,853,966,4,0,0,28,67.57
475,142,0.3,0.3,641,1098,1.9,59,0,28,57.23
315,145,0.5,0.3,745,1130,5.9,0,137,28,81.75
505,195,0.4,0.3,630,1030,0,60,0,28,64.02
451,165,0.4,0.4,745,1030,11.3,0,0,28,78.8
516,162,0.3,0.3,802,801,8.2,0,0,28,41.37
520,170,0.3,0.3,855,855,5.2,0,0,28,60.28
528,185,0.4,0.4,720,920,6.9,0,0,28,56.83
520,175,0.3,0.3,805,870,5.2,0,0,28,51.02
385,158,0.4,0.3,768,903,20,136,0,28,55.55
500.1,200,0.4,0.4,613.2,1124.4,3,0,0,28,44.13
450.1,200,0.4,0.4,613.2,1124.4,3,0,50,28,39.38
397,167,0.4,0.3,633,967,20.8,158,17.2,28,55.65
333,167,0.5,0.3,652,996,17.9,163,17.5,28,47.28
334,189,0.6,0.4,633,967,15.3,158,17.6,28,44.33
405,175,0.4,0.4,695,1120,0,0,0,28,52.3
200,190,1,0.5,660,1145,0,0,200,28,49.25
516,162,0.3,0.3,802,801,8.3,0,0,28,41.37
145,184,1.3,0.5,880,833,5.7,119,116,28,29.16
160,182,1.1,0.4,879,824,6.4,122,128,28,39.4
234,189,0.8,0.5,760,981,5.9,0,156,28,39.3
250,159,0.6,0.3,800,860,9.5,95,180,28,67.87
475,162,0.3,0.3,662,1044,9.5,0,0,28,58.52
285,163,0.6,0.3,685,1031,7.6,0,190,28,53.58
356,160,0.4,0.3,657,1061,9,0,119,28,59
275,162,0.6,0.3,765,830,10.4,120,180,28,76.24
500,151,0.3,0.3,655,1033,9,0,0,28,69.84
165,163.8,1,0.5,900.9,1005.6,0,143.6,0,3,14.4
165,175.1,1.1,0.4,746.6,1005.8,8.1,132.1,128.5,3,19.42
178,179.9,1,0.4,746.8,1007.3,3.6,118.6,129.8,3,20.73
167.4,175.5,1,0.4,746.6,1006.3,7.8,128.6,129.9,3,14.94
172.4,156.8,0.9,0.4,856.4,1006.3,4.1,172.4,13.6,3,21.29
173.5,164.8,0.9,0.4,793.5,1006.2,6.5,173.5,50.1,3,23.08
167,164,1,0.4,770.1,1007.3,7.9,167,75.4,3,15.52
173.8,172.3,1,0.4,746.6,1007.2,9.7,159.9,93.4,3,15.82
190.3,166.6,0.9,0.5,798.9,1079,9.9,125.2,0,3,12.55
250,191.8,0.8,0.6,857.2,948.9,5.3,95.7,0,3,8.49
213.5,159.2,0.7,0.4,771.9,1043.6,11.7,174.2,0,3,15.61
194.7,170.2,0.9,0.6,901.8,998,7.5,100.5,0,3,12.18
251.4,192.9,0.8,0.5,754.3,1043.6,5.8,118.3,0,3,11.98
165,163.8,1,0.5,900.9,1005.6,0,143.6,0,14,16.88
165,175.1,1.1,0.4,746.6,1005.8,8.1,132.1,128.5,14,33.09
178,179.9,1,0.4,746.8,1007.3,3.6,118.6,129.8,14,34.24
167.4,175.5,1,0.4,746.6,1006.3,7.8,128.6,129.9,14,31.81
172.4,156.8,0.9,0.4,856.4,1006.3,4.1,172.4,13.6,14,29.75
173.5,164.8,0.9,0.4,793.5,1006.2,6.5,173.5,50.1,14,33.01
167,164,1,0.4,770.1,1007.3,7.9,167,75.4,14,32.9
173.8,172.3,1,0.4,746.6,1007.2,9.7,159.9,93.4,14,29.55
190.3,166.6,0.9,0.5,798.9,1079,9.9,125.2,0,14,19.42
250,191.8,0.8,0.6,857.2,948.9,5.3,95.7,0,14,24.66
213.5,159.2,0.7,0.4,771.9,1043.6,11.7,174.2,0,14,29.59
194.7,170.2,0.9,0.6,901.8,998,7.5,100.5,0,14,24.28
251.4,192.9,0.8,0.5,754.3,1043.6,5.8,118.3,0,14,20.73
165,163.8,1,0.5,900.9,1005.6,0,143.6,0,28,26.2
165,175.1,1.1,0.4,746.6,1005.8,8.1,132.1,128.5,28,46.39
178,179.9,1,0.4,746.8,1007.3,3.6,118.6,129.8,28,39.16
167.4,175.5,1,0.4,746.6,1006.3,7.8,128.6,129.9,28,41.2
172.4,156.8,0.9,0.4,856.4,1006.3,4.1,172.4,13.6,28,33.69
173.5,164.8,0.9,0.4,793.5,1006.2,6.5,173.5,50.1,28,38.2
167,164,1,0.4,770.1,1007.3,7.9,167,75.4,28,41.41
173.8,172.3,1,0.4,746.6,1007.2,9.7,159.9,93.4,28,37.81
190.3,166.6,0.9,0.5,798.9,1079,9.9,125.2,0,28,24.85
250,191.8,0.8,0.6,857.2,948.9,5.3,95.7,0,28,27.22
213.5,159.2,0.7,0.4,771.9,1043.6,11.7,174.2,0,28,44.64
194.7,170.2,0.9,0.6,901.8,998,7.5,100.5,0,28,37.27
251.4,192.9,0.8,0.5,754.3,1043.6,5.8,118.3,0,28,33.27
165,163.8,1,0.5,900.9,1005.6,0,143.6,0,56,36.56
165,175.1,1.1,0.4,746.6,1005.8,8.1,132.1,128.5,56,53.72
178,179.9,1,0.4,746.8,1007.3,3.6,118.6,129.8,56,48.59
167.4,175.5,1,0.4,746.6,1006.3,7.8,128.6,129.9,56,51.72
172.4,156.8,0.9,0.4,856.4,1006.3,4.1,172.4,13.6,56,35.85
173.5,164.8,0.9,0.4,793.5,1006.2,6.5,173.5,50.1,56,53.77
167,164,1,0.4,770.1,1007.3,7.9,167,75.4,56,53.46
173.8,172.3,1,0.4,746.6,1007.2,9.7,159.9,93.4,56,48.99
190.3,166.6,0.9,0.5,798.9,1079,9.9,125.2,0,56,31.72
250,191.8,0.8,0.6,857.2,948.9,5.3,95.7,0,56,39.64
213.5,159.2,0.7,0.4,771.9,1043.6,11.7,174.2,0,56,51.26
194.7,170.2,0.9,0.6,901.8,998,7.5,100.5,0,56,43.39
251.4,192.9,0.8,0.5,754.3,1043.6,5.8,118.3,0,56,39.27
165,163.8,1,0.5,900.9,1005.6,0,143.6,0,100,37.96
165,175.1,1.1,0.4,746.6,1005.8,8.1,132.1,128.5,100,55.02
178,179.9,1,0.4,746.8,1007.3,3.6,118.6,129.8,100,49.99
167.4,175.5,1,0.4,746.6,1006.3,7.8,128.6,129.9,100,53.66
172.4,156.8,0.9,0.4,856.4,1006.3,4.1,172.4,13.6,100,37.68
173.5,164.8,0.9,0.4,793.5,1006.2,6.5,173.5,50.1,100,56.06
167,164,1,0.4,770.1,1007.3,7.9,167,75.4,100,56.81
173.8,172.3,1,0.4,746.6,1007.2,9.7,159.9,93.4,100,50.94
190.3,166.6,0.9,0.5,798.9,1079,9.9,125.2,0,100,33.56
250,191.8,0.8,0.6,857.2,948.9,5.3,95.7,0,100,41.16
213.5,159.2,0.7,0.4,771.9,1043.6,11.7,174.2,0,100,52.96
194.7,170.2,0.9,0.6,901.8,998,7.5,100.5,0,100,44.28
251.4,192.9,0.8,0.5,754.3,1043.6,5.8,118.3,0,100,40.15
446,162,0.4,0.3,712,967,11.6,79,24,28,57.03
446,162,0.4,0.3,712,967,11.6,79,24,28,44.42
446,162,0.4,0.3,712,967,11.6,79,24,28,51.02
446,162,0.4,0.3,712,967,10.3,79,24,28,53.39
446,162,0.4,0.3,712,967,11.6,79,24,3,35.36
446,162,0.4,0.3,712,967,11.6,79,24,3,25.02
446,162,0.4,0.3,712,967,11.6,79,24,3,23.35
446,162,0.4,0.3,712,967,11.6,79,24,7,52.01
446,162,0.4,0.3,712,967,11.6,79,24,7,38.02
446,162,0.4,0.3,712,967,11.6,79,24,7,39.3
446,162,0.4,0.3,712,967,11.6,79,24,56,61.07
446,162,0.4,0.3,712,967,11.6,79,24,56,56.14
446,162,0.4,0.3,712,967,11.6,79,24,56,55.25
446,162,0.4,0.3,712,967,10.3,79,24,56,54.77
387,157,0.4,0.3,845,938,14.3,94,20,28,50.24
387,157,0.4,0.3,845,938,13.9,94,20,28,46.68
387,157,0.4,0.3,845,938,11.6,94,20,28,46.68
387,157,0.4,0.3,845,938,14.3,94,20,3,22.75
387,157,0.4,0.3,845,938,13.9,94,20,3,25.51
387,157,0.4,0.3,845,938,11.6,94,20,3,34.77
387,157,0.4,0.3,845,938,14.3,94,20,7,36.84
387,157,0.4,0.3,845,938,13.9,94,20,7,45.9
387,157,0.4,0.3,845,938,11.6,94,20,7,41.67
387,157,0.4,0.3,845,938,14.3,94,20,56,56.34
387,157,0.4,0.3,845,938,13.9,94,20,56,47.97
387,157,0.4,0.3,845,938,11.6,94,20,56,61.46
355,145,0.4,0.3,871,967,13.1,97,19,28,44.03
355,145,0.4,0.3,871,967,12.3,97,19,28,55.45
491,210,0.4,0.3,699,882,3.9,123,26,28,55.55
491,201,0.4,0.3,699,822,3.9,123,26,28,57.92
491,210,0.4,0.3,699,882,3.9,123,26,3,25.61
491,210,0.4,0.3,699,882,3.9,123,26,7,33.49
491,210,0.4,0.3,699,882,3.9,123,26,56,59.59
491,201,0.4,0.3,699,822,3.9,123,26,3,29.55
491,201,0.4,0.3,699,822,3.9,123,26,7,37.92
491,201,0.4,0.3,699,822,3.9,123,26,56,61.86
424,178,0.4,0.3,750,822,8.5,132,22,28,62.05
424,178,0.4,0.3,750,882,8.5,132,22,3,32.01
424,168,0.4,0.3,750,822,8.9,132,22,28,72.1
424,178,0.4,0.3,750,822,8.5,132,22,7,39
424,178,0.4,0.3,750,822,8.5,132,22,56,65.7
424,168,0.4,0.3,750,822,8.9,132,22,3,32.11
424,168,0.4,0.3,750,822,8.9,132,22,7,40.29
424,168,0.4,0.3,750,822,8.9,132,22,56,74.36
202,206,1,0.6,801,942,1.7,141,11,28,21.97
202,206,1,0.6,801,942,1.7,141,11,3,9.85
202,206,1,0.6,801,942,1.7,141,11,7,15.07
202,206,1,0.6,801,942,1.7,141,11,56,23.25
284,179,0.6,0.4,801,842,5.5,141,15,28,43.73
284,179,0.6,0.4,801,842,5.5,141,15,3,13.4
284,179,0.6,0.4,801,842,5.5,141,15,7,24.13
284,179,0.6,0.4,801,842,5.5,141,15,56,44.52
359,154,0.4,0.3,801,942,10.9,141,19,28,62.94
359,154,0.4,0.3,801,942,10.9,141,19,28,59.49
359,154,0.4,0.3,801,942,10.9,141,19,3,25.12
359,154,0.4,0.3,801,942,10.9,141,19,3,23.64
359,154,0.4,0.3,801,942,10.9,141,19,7,35.75
359,154,0.4,0.3,801,942,10.9,141,19,7,38.61
359,154,0.4,0.3,801,942,10.9,141,19,56,68.75
359,154,0.4,0.3,801,942,10.9,141,19,56,66.78
436,218,0.5,0.5,719.7,838.4,0,0,0,28,23.85
289,192,0.7,0.7,895.3,913.2,0,0,0,90,32.07
289,192,0.7,0.7,895.3,913.2,0,0,0,3,11.65
393,192,0.5,0.5,785.6,940.6,0,0,0,3,19.2
393,192,0.5,0.5,785.6,940.6,0,0,0,90,48.85
393,192,0.5,0.5,785.6,940.6,0,0,0,28,39.6
480,192,0.4,0.4,712.2,936.2,0,0,0,28,43.94
480,192,0.4,0.4,712.2,936.2,0,0,0,7,34.57
480,192,0.4,0.4,712.2,936.2,0,0,0,90,54.32
480,192,0.4,0.4,712.2,936.2,0,0,0,3,24.4
333,192,0.6,0.6,842.6,931.2,0,0,0,3,15.62
255,192,0.8,0.8,945,889.8,0,0,0,90,21.86
255,192,0.8,0.8,945,889.8,0,0,0,7,10.22
289,192,0.7,0.7,895.3,913.2,0,0,0,7,14.6
255,192,0.8,0.8,945,889.8,0,0,0,28,18.75
333,192,0.6,0.6,842.6,931.2,0,0,0,28,31.97
333,192,0.6,0.6,842.6,931.2,0,0,0,7,23.4
289,192,0.7,0.7,895.3,913.2,0,0,0,28,25.57
333,192,0.6,0.6,842.6,931.2,0,0,0,90,41.68
393,192,0.5,0.5,785.6,940.6,0,0,0,7,27.74
255,192,0.8,0.8,945,889.8,0,0,0,3,8.2
158.8,185.7,1.2,0.5,734.3,1040.6,0,0,238.2,7,9.62
239.6,185.7,0.8,0.3,664.3,941.6,0,0,359.4,7,25.42
238.2,185.7,0.8,0.5,734.3,1040.6,0,0,158.8,7,15.69
181.9,185.7,1,0.4,714.3,1012.4,0,0,272.8,28,27.94
193.5,185.7,1,0.4,704.3,998.2,0,0,290.2,28,32.63
255.5,185.7,0.7,0.4,724.3,1026.6,0,0,170.3,7,17.24
272.8,185.7,0.7,0.4,714.3,1012.4,0,0,181.9,7,19.77
239.6,185.7,0.8,0.3,664.3,941.6,0,0,359.4,28,39.44
220.8,185.7,0.8,0.5,744.3,1055,0,0,147.2,28,25.75
397,185.7,0.5,0.5,734.3,1040.6,0,0,0,28,33.08
382.5,185.7,0.5,0.5,739.3,1047.8,0,0,0,7,24.07
210.7,185.7,0.9,0.4,689.3,977,0,0,316.1,7,21.82
158.8,185.7,1.2,0.5,734.3,1040.6,0,0,238.2,28,21.07
295.8,185.7,0.6,0.6,769.3,1091.4,0,0,0,7,14.84
255.5,185.7,0.7,0.4,724.3,1026.6,0,0,170.3,28,32.05
203.5,185.7,0.9,0.5,759.3,1076.2,0,0,135.7,7,11.96
397,185.7,0.5,0.5,734.3,1040.6,0,0,0,7,25.45
381.4,185.7,0.5,0.5,784.3,1104.6,0,0,0,28,22.49
295.8,185.7,0.6,0.6,769.3,1091.4,0,0,0,28,25.22
228,185.7,0.8,0.3,674.3,955.8,0,0,342.1,28,39.7
220.8,185.7,0.8,0.5,744.3,1055,0,0,147.2,7,13.09
316.1,185.7,0.6,0.4,689.3,977,0,0,210.7,28,38.7
135.7,185.7,1.4,0.5,759.3,1076.2,0,0,203.5,7,7.51
238.1,185.7,0.8,0.8,789.3,1118.8,0,0,0,28,17.58
339.2,185.7,0.5,0.5,754.3,1069.2,0,0,0,7,21.18
135.7,185.7,1.4,0.5,759.3,1076.2,0,0,203.5,28,18.2
193.5,185.7,1,0.4,704.3,998.2,0,0,290.2,7,17.2
203.5,185.7,0.9,0.5,759.3,1076.2,0,0,135.7,28,22.63
290.2,185.7,0.6,0.4,704.3,998.2,0,0,193.5,7,21.86
181.9,185.7,1,0.4,714.3,1012.4,0,0,272.8,7,12.37
170.3,185.7,1.1,0.6,724.3,1026.6,0,0,155.5,28,25.73
210.7,185.7,0.9,0.4,689.3,977,0,0,316.1,28,37.81
228,185.7,0.8,0.3,674.3,955.8,0,0,342.1,7,21.92
290.2,185.7,0.6,0.4,704.3,998.2,0,0,193.5,28,33.04
381.4,185.7,0.5,0.5,784.3,1104.6,0,0,0,7,14.54
238.2,185.7,0.8,0.5,734.3,1040.6,0,0,158.8,28,26.91
186.2,185.7,1,0.6,764.3,1083.4,0,0,124.1,7,8
339.2,185.7,0.5,0.5,754.3,1069.2,0,0,0,28,31.9
238.1,185.7,0.8,0.8,789.3,1118.8,0,0,0,7,10.34
252.5,185.7,0.7,0.7,784.3,1111.6,0,0,0,28,19.77
382.5,185.7,0.5,0.5,739.3,1047.8,0,0,0,28,37.44
252.5,185.7,0.7,0.7,784.3,1111.6,0,0,0,7,11.48
316.1,185.7,0.6,0.4,689.3,977,0,0,210.7,7,24.44
186.2,185.7,1,0.6,764.3,1083.4,0,0,124.1,28,17.6
170.3,185.7,1.1,0.6,724.3,1026.6,0,0,155.5,7,10.73
272.8,185.7,0.7,0.4,714.3,1012.4,0,0,181.9,28,31.38
339,197,0.6,0.6,781,968,0,0,0,3,13.22
339,197,0.6,0.6,781,968,0,0,0,7,20.97
339,197,0.6,0.6,781,968,0,0,0,14,27.04
339,197,0.6,0.6,781,968,0,0,0,28,32.04
339,197,0.6,0.6,781,968,0,0,0,90,35.17
339,197,0.6,0.6,781,968,0,0,0,180,36.45
339,197,0.6,0.6,781,968,0,0,0,365,38.89
236,194,0.8,0.8,885,968,0,0,0,3,6.47
236,194,0.8,0.8,885,968,0,0,0,14,12.84
236,194,0.8,0.8,885,968,0,0,0,28,18.42
236,194,0.8,0.8,885,968,0,0,0,90,21.95
236,193,0.8,0.8,885,968,0,0,0,180,24.1
236,193,0.8,0.8,885,968,0,0,0,365,25.08
277,191,0.7,0.7,856,968,0,0,0,14,21.26
277,191,0.7,0.7,856,968,0,0,0,28,25.97
277,191,0.7,0.7,856,968,0,0,0,3,11.36
277,191,0.7,0.7,856,968,0,0,0,90,31.25
277,191,0.7,0.7,856,968,0,0,0,180,32.33
277,191,0.7,0.7,856,968,0,0,0,360,33.7
254,198,0.8,0.8,863,968,0,0,0,3,9.31
254,198,0.8,0.8,863,968,0,0,0,90,26.94
254,198,0.8,0.8,863,968,0,0,0,180,27.63
254,198,0.8,0.8,863,968,0,0,0,365,29.79
307,193,0.6,0.6,812,968,0,0,0,180,34.49
307,193,0.6,0.6,812,968,0,0,0,365,36.15
307,193,0.6,0.6,812,968,0,0,0,3,12.54
307,193,0.6,0.6,812,968,0,0,0,28,27.53
307,193,0.6,0.6,812,968,0,0,0,90,32.92
236,193,0.8,0.8,885,968,0,0,0,7,9.99
200,180,0.9,0.9,845,1125,0,0,0,7,7.84
200,180,0.9,0.9,845,1125,0,0,0,28,12.25
225,181,0.8,0.8,833,1113,0,0,0,7,11.17
225,181,0.8,0.8,833,1113,0,0,0,28,17.34
325,184,0.6,0.6,783,1063,0,0,0,7,17.54
325,184,0.6,0.6,783,1063,0,0,0,28,30.57
275,183,0.7,0.7,808,1088,0,0,0,7,14.2
275,183,0.7,0.7,808,1088,0,0,0,28,24.5
300,184,0.6,0.6,795,1075,0,0,0,7,15.58
300,184,0.6,0.6,795,1075,0,0,0,28,26.85
375,186,0.5,0.5,758,1038,0,0,0,7,26.06
375,186,0.5,0.5,758,1038,0,0,0,28,38.21
400,187,0.5,0.5,745,1025,0,0,0,28,43.7
400,187,0.5,0.5,745,1025,0,0,0,7,30.14
250,182,0.7,0.7,820,1100,0,0,0,7,12.73
250,182,0.7,0.7,820,1100,0,0,0,28,20.87
350,186,0.5,0.5,770,1050,0,0,0,7,20.28
350,186,0.5,0.5,770,1050,0,0,0,28,34.29
203.5,203.5,1,0.4,630,963.4,0,0,305.3,7,19.54
250.2,203.5,0.8,0.5,694.1,977.6,0,0,166.8,90,47.71
157,192,1.2,0.5,781.2,935.4,0,0,236,90,43.38
141.3,203.5,1.4,0.6,748.5,971.8,0,0,212,28,29.89
166.8,203.5,1.2,0.5,692.6,975.6,0,0,250.2,3,6.9
122.6,203.5,1.7,0.7,800.1,958.2,0,0,183.9,90,33.19
183.9,203.5,1.1,0.7,800,959.2,0,0,122.6,3,4.9
102,192,1.9,0.8,942,887,0,0,153,3,4.57
102,192,1.9,0.8,942,887,0,0,153,90,25.46
122.6,203.5,1.7,0.7,800.1,958.2,0,0,183.9,28,24.29
166.8,203.5,1.2,0.5,692.6,975.6,0,0,250.2,28,33.95
200,192,1,0.6,806.2,965.4,0,0,133,3,11.41
108.3,203.5,1.9,0.8,849,938.2,0,0,162.4,28,20.59
305.3,203.5,0.7,0.4,631,965.4,0,0,203.5,7,25.89
108.3,203.5,1.9,0.8,849,938.2,0,0,162.4,90,29.23
116,192,1.7,0.7,891.9,909.8,0,0,173,90,31.02
141.3,203.5,1.4,0.6,748.5,971.8,0,0,212,7,10.39
157,192,1.2,0.5,781.2,935.4,0,0,236,28,33.66
133,192,1.4,0.6,839.2,927.4,0,0,200,28,27.87
250.2,203.5,0.8,0.5,694.1,977.6,0,0,166.8,7,19.35
173,192,1.1,0.7,856.8,946.8,0,0,116,7,11.39
