Cement,Water,W/C,W/Binder,Sand,Gravel,Superplasticizer,Flyash,GGBS,Age,Strength
192,192,1,0.4,716.1,929.8,0,0,288,3,12.79
192,192,1,0.4,716.1,929.8,0,0,288,28,39.32
153,192,1.3,0.8,943.1,888,0,0,102,3,4.78
288,192,0.7,0.4,717.8,932,0,0,192,3,16.11
305.3,203.5,0.7,0.4,631,965.4,0,0,203.5,28,43.38
236,192,0.8,0.5,749.1,972.6,0,0,157,7,20.42
173,192,1.1,0.7,856.8,946.8,0,0,116,3,6.94
212,203.5,1,0.6,750,973.4,0,0,141.3,7,15.03
236,192,0.8,0.5,749.1,972.6,0,0,157,3,13.57
183.9,203.5,1.1,0.7,800,959.2,0,0,122.6,90,32.53
166.8,203.5,1.2,0.5,692.6,975.6,0,0,250.2,7,15.75
102,192,1.9,0.8,942,887,0,0,153,7,7.68
288,192,0.7,0.4,717.8,932,0,0,192,28,38.8
212,203.5,1,0.6,750,973.4,0,0,141.3,28,33
102,192,1.9,0.8,942,887,0,0,153,28,17.28
173,192,1.1,0.7,856.8,946.8,0,0,116,28,24.28
183.9,203.5,1.1,0.7,800,959.2,0,0,122.6,28,24.05
133,192,1.4,0.6,839.2,927.4,0,0,200,90,36.59
192,192,1,0.4,716.1,929.8,0,0,288,90,50.73
133,192,1.4,0.6,839.2,927.4,0,0,200,7,13.66
305.3,203.5,0.7,0.4,631,965.4,0,0,203.5,3,14.14
236,192,0.8,0.5,749.1,972.6,0,0,157,90,47.78
108.3,203.5,1.9,0.8,849,938.2,0,0,162.4,3,2.33
157,192,1.2,0.5,781.2,935.4,0,0,236,7,16.89
288,192,0.7,0.4,717.8,932,0,0,192,7,23.52
212,203.5,1,0.6,750,973.4,0,0,141.3,3,6.81
212,203.5,1,0.6,750,973.4,0,0,141.3,90,39.7
153,192,1.3,0.8,943.1,888,0,0,102,28,17.96
236,192,0.8,0.5,749.1,972.6,0,0,157,28,32.88
116,192,1.7,0.7,891.9,909.8,0,0,173,28,22.35
183.9,203.5,1.1,0.7,800,959.2,0,0,122.6,7,10.79
108.3,203.5,1.9,0.8,849,938.2,0,0,162.4,7,7.72
203.5,203.5,1,0.4,630,963.4,0,0,305.3,28,41.68
203.5,203.5,1,0.4,630,963.4,0,0,305.3,3,9.56
133,192,1.4,0.6,839.2,927.4,0,0,200,3,6.88
288,192,0.7,0.4,717.8,932,0,0,192,90,50.53
200,192,1,0.6,806.2,965.4,0,0,133,7,17.17
200,192,1,0.6,806.2,965.4,0,0,133,28,30.44
250.2,203.5,0.8,0.5,694.1,977.6,0,0,166.8,3,9.73
122.6,203.5,1.7,0.7,800.1,958.2,0,0,183.9,3,3.32
153,192,1.3,0.8,943.1,888,0,0,102,90,26.32
200,192,1,0.6,806.2,965.4,0,0,133,90,43.25
116,192,1.7,0.7,891.9,909.8,0,0,173,3,6.28
173,192,1.1,0.7,856.8,946.8,0,0,116,90,32.1
250.2,203.5,0.8,0.5,694.1,977.6,0,0,166.8,28,36.96
305.3,203.5,0.7,0.4,631,965.4,0,0,203.5,90,54.6
192,192,1,0.4,716.1,929.8,0,0,288,7,21.48
157,192,1.2,0.5,781.2,935.4,0,0,236,3,9.69
153,192,1.3,0.8,943.1,888,0,0,102,7,8.37
141.3,203.5,1.4,0.6,748.5,971.8,0,0,212,90,39.66
116,192,1.7,0.7,891.9,909.8,0,0,173,7,10.09
141.3,203.5,1.4,0.6,748.5,971.8,0,0,212,3,4.83
122.6,203.5,1.7,0.7,800.1,958.2,0,0,183.9,7,10.35
166.8,203.5,1.2,0.5,692.6,975.6,0,0,250.2,90,43.57
203.5,203.5,1,0.4,630,963.4,0,0,305.3,90,51.86
310,192,0.6,0.6,830,1012,0,0,0,3,11.85
310,192,0.6,0.6,830,1012,0,0,0,7,17.24
310,192,0.6,0.6,830,1012,0,0,0,28,27.83
310,192,0.6,0.6,830,1012,0,0,0,90,35.76
310,192,0.6,0.6,830,1012,0,0,0,120,38.7
331,192,0.6,0.6,821,1025,0,0,0,3,14.31
331,192,0.6,0.6,821,1025,0,0,0,7,17.44
331,192,0.6,0.6,821,1025,0,0,0,28,31.74
331,192,0.6,0.6,821,1025,0,0,0,90,37.91
331,192,0.6,0.6,821,1025,0,0,0,120,39.38
349,192,0.6,0.6,809,1056,0,0,0,3,15.87
349,192,0.6,0.6,809,1056,0,0,0,7,9.01
349,192,0.6,0.6,809,1056,0,0,0,28,33.61
349,192,0.6,0.6,809,1056,0,0,0,90,40.66
349,192,0.6,0.6,809,1056,0,0,0,120,40.86
238,186,0.8,0.8,789,1119,0,0,0,7,12.05
238,186,0.8,0.8,789,1119,0,0,0,28,17.54
296,186,0.6,0.6,769,1090,0,0,0,7,18.91
296,186,0.6,0.6,769,1090,0,0,0,28,25.18
297,186,0.6,0.6,734,1040,0,0,0,7,30.96
480,192,0.4,0.4,721,936,0,0,0,28,43.89
480,192,0.4,0.4,721,936,0,0,0,90,54.28
397,186,0.5,0.5,734,1040,0,0,0,28,36.94
281,186,0.7,0.7,774,1104,0,0,0,7,14.5
281,185,0.7,0.7,774,1104,0,0,0,28,22.44
500,200,0.4,0.4,613,1125,0,0,0,1,12.64
500,200,0.4,0.4,613,1125,0,0,0,3,26.06
500,200,0.4,0.4,613,1125,0,0,0,7,33.21
500,200,0.4,0.4,613,1125,0,0,0,14,36.94
500,200,0.4,0.4,613,1125,0,0,0,28,44.09
540,173,0.3,0.3,613,1125,0,0,0,7,52.61
540,173,0.3,0.3,613,1125,0,0,0,14,59.76
540,173,0.3,0.3,613,1125,0,0,0,28,67.31
540,173,0.3,0.3,613,1125,0,0,0,90,69.66
540,173,0.3,0.3,613,1125,0,0,0,180,71.62
540,173,0.3,0.3,613,1125,0,0,0,270,74.17
350,203,0.6,0.6,775,974,0,0,0,7,18.13
350,203,0.6,0.6,775,974,0,0,0,14,22.53
350,203,0.6,0.6,775,974,0,0,0,28,27.34
350,203,0.6,0.6,775,974,0,0,0,56,29.98
350,203,0.6,0.6,775,974,0,0,0,90,31.35
350,203,0.6,0.6,775,974,0,0,0,180,32.72
385,186,0.5,0.5,763,966,0,0,0,1,6.27
385,186,0.5,0.5,763,966,0,0,0,3,14.7
385,186,0.5,0.5,763,966,0,0,0,7,23.22
385,186,0.5,0.5,763,966,0,0,0,14,27.92
385,186,0.5,0.5,763,966,0,0,0,28,31.35
331,192,0.6,0.6,825,978,0,0,0,180,39
331,192,0.6,0.6,825,978,0,0,0,360,41.24
349,192,0.6,0.6,806,1047,0,0,0,3,14.99
331,192,0.6,0.6,825,978,0,0,0,3,13.52
382,186,0.5,0.5,739,1047,0,0,0,7,24
382,186,0.5,0.5,739,1047,0,0,0,28,37.42
382,186,0.5,0.5,784,1111,0,0,0,7,11.47
281,186,0.7,0.7,774,1104,0,0,0,28,22.44
339,185,0.5,0.5,754,1069,0,0,0,7,21.16
339,185,0.5,0.5,754,1069,0,0,0,28,31.84
295,185,0.6,0.6,769,1069,0,0,0,7,14.8
295,185,0.6,0.6,769,1069,0,0,0,28,25.18
238,185,0.8,0.8,789,1118,0,0,0,28,17.54
296,192,0.6,0.6,765,1085,0,0,0,7,14.2
296,192,0.6,0.6,765,1085,0,0,0,28,21.65
296,192,0.6,0.6,765,1085,0,0,0,90,29.39
331,192,0.6,0.6,825,879,0,0,0,3,13.52
331,192,0.6,0.6,825,978,0,0,0,7,16.26
331,192,0.6,0.6,825,978,0,0,0,28,31.45
331,192,0.6,0.6,825,978,0,0,0,90,37.23
349,192,0.6,0.6,806,1047,0,0,0,7,18.13
349,192,0.6,0.6,806,1047,0,0,0,28,32.72
349,192,0.6,0.6,806,1047,0,0,0,90,39.49
349,192,0.6,0.6,806,1047,0,0,0,180,41.05
349,192,0.6,0.6,806,1047,0,0,0,360,42.13
302,203,0.7,0.7,817,974,0,0,0,14,18.13
302,203,0.7,0.7,817,974,0,0,0,180,26.74
525,189,0.4,0.4,613,1125,0,0,0,180,61.92
500,200,0.4,0.4,613,1125,0,0,0,90,47.22
500,200,0.4,0.4,613,1125,0,0,0,180,51.04
500,200,0.4,0.4,613,1125,0,0,0,270,55.16
540,173,0.3,0.3,613,1125,0,0,0,3,41.64
252,185,0.7,0.7,784,1111,0,0,0,7,13.71
252,185,0.7,0.7,784,1111,0,0,0,28,19.69
339,185,0.5,0.5,754,1060,0,0,0,28,31.65
393,192,0.5,0.5,758,940,0,0,0,3,19.11
393,192,0.5,0.5,758,940,0,0,0,28,39.58
393,192,0.5,0.5,758,940,0,0,0,90,48.79
382,185,0.5,0.5,739,1047,0,0,0,7,24
382,185,0.5,0.5,739,1047,0,0,0,28,37.42
252,186,0.7,0.7,784,1111,0,0,0,7,11.47
252,185,0.7,0.7,784,1111,0,0,0,28,19.69
310,192,0.6,0.6,850,970,0,0,0,7,14.99
310,192,0.6,0.6,850,970,0,0,0,28,27.92
310,192,0.6,0.6,850,970,0,0,0,90,34.68
310,192,0.6,0.6,850,970,0,0,0,180,37.33
310,192,0.6,0.6,850,970,0,0,0,360,38.11
525,189,0.4,0.4,613,1125,0,0,0,3,33.8
525,189,0.4,0.4,613,1125,0,0,0,7,42.42
525,189,0.4,0.4,613,1125,0,0,0,14,48.4
525,189,0.4,0.4,613,1125,0,0,0,28,55.94
525,189,0.4,0.4,613,1125,0,0,0,90,58.78
525,189,0.4,0.4,613,1125,0,0,0,270,67.11
322,203,0.6,0.6,800,974,0,0,0,14,20.77
322,203,0.6,0.6,800,974,0,0,0,28,25.18
322,203,0.6,0.6,800,974,0,0,0,180,29.59
302,203,0.7,0.7,817,974,0,0,0,28,21.75
397,185,0.5,0.5,734,1040,0,0,0,28,39.09
480,192,0.4,0.4,721,936,0,0,0,3,24.39
522,146,0.3,0.3,896,896,0,0,0,7,50.51
522,146,0.3,0.3,896,896,0,0,0,28,74.99
273,210,0.8,0.5,680,904,9,82,105,28,37.17
162,179,1.1,0.4,741,838,19,148,190,28,33.76
154,220,1.4,0.5,658,923,10,112,144,28,16.5
147,202,1.4,0.6,829,860,9,89,115,28,19.99
152,168,1.1,0.4,695,944,18,139,178,28,36.35
310,168,0.5,0.3,651,914,22,111,143,28,33.69
144,158,1.1,0.5,844,943,18,175,0,28,15.42
304,214,0.7,0.5,722,895,6,0,140,28,33.42
374,190,0.5,0.5,730,1013,7,0,0,28,39.05
159,175,1.1,0.4,720,953,15,116,149,28,27.68
153,200,1.3,0.5,684,1002,6,0,239,28,26.86
310,168,0.5,0.4,804,914,10,0,143,28,45.3
305,196,0.6,0.5,705,959,10,100,0,28,30.12
151,167,1.1,0.5,772,991,12,184,0,28,15.57
142,174,1.2,0.4,785,883,11,130,167,28,44.61
298,201,0.7,0.4,655,878,6,107,137,28,53.52
321,190,0.6,0.4,774,870,5,0,164,28,57.21
366,191,0.5,0.3,757,824,7,0,187,28,65.91
280,172,0.6,0.3,805,825,9,100,129,28,52.82
252,194,0.8,0.5,821,835,8,76,97,28,33.4
165,182,1.1,0.6,729,1023,12,150,0,28,18.03
156,180,1.2,0.5,698,1022,11,0,243,28,37.36
160,203,1.3,0.4,710,829,11,146,188,28,32.84
298,186,0.6,0.5,815,879,6,107,0,28,42.64
318,210,0.7,0.5,737,861,6,126,0,28,40.06
287,188,0.7,0.4,696,904,9,94,121,28,41.94
326,174,0.5,0.4,790,882,9,0,166,28,61.23
356,193,0.5,0.4,778,801,11,142,0,28,40.87
132,179,1.4,0.4,736,867,5,161,207,28,33.3
322,186,0.6,0.4,709,951,8,0,149,28,52.42
164,181,1.1,0.5,846,849,13,200,0,28,15.09
314,170,0.5,0.4,783,925,10,113,0,28,38.46
321,182,0.6,0.4,780,870,11,128,0,28,37.26
140,237,1.7,0.5,656,869,6,128,164,28,35.23
288,177,0.6,0.4,829,908,7,0,121,28,42.13
298,210,0.7,0.5,744,880,11,107,0,28,31.87
265,195,0.7,0.4,790,833,6,86,111,28,41.54
160,168,1.1,0.4,688,1049,12,0,250,28,39.45
166,183,1.1,0.4,827,859,13,0,260,28,37.91
276,180,0.7,0.4,768,870,9,90,116,28,44.28
322,196,0.6,0.4,813,818,10,116,0,28,31.18
149,193,1.3,0.5,780,892,6,109,139,28,23.69
159,176,1.1,0.5,789,990,11,0,187,28,32.76
261,201,0.8,0.5,761,864,9,78,100,28,32.4
237,247,1,0.6,695,853,6,71,92,28,28.63
313,178,0.6,0.4,689,1002,8,113,0,28,36.8
155,193,1.2,0.6,697,1047,9,0,183,28,18.28
146,202,1.4,0.5,872,827,3,0,230,28,33.06
296,221,0.7,0.5,778,819,11,107,0,28,31.42
133,196,1.5,0.6,795,949,3,0,210,28,31.03
313,178,0.6,0.4,824,867,8,0,145,28,44.39
152,184,1.2,0.7,816,992,8,112,0,28,12.18
153,178,1.2,0.4,689,1002,8,113,145,28,25.56
140,200,1.4,0.5,753,916,7,103,133,28,36.44
149,176,1.2,0.5,893,847,13,0,236,28,32.96
300,212,0.7,0.5,728,878,10,120,0,28,23.84
153,178,1.2,0.4,824,867,8,113,145,28,26.23
148,158,1.1,0.6,830,1002,16,137,0,28,17.95
326,199,0.6,0.4,792,801,11,138,0,28,40.68
153,178,1.2,0.6,822,1000,8,0,145,28,19.01
262,195,0.7,0.4,733,895,5,86,111,28,33.72
158,220,1.4,0.6,713,898,11,195,0,28,8.54
151,167,1.1,0.5,678,1074,16,185,0,28,13.46
273,199,0.7,0.5,762,931,11,90,0,28,32.24
149,183,1.2,0.5,780,953,7,92,118,28,23.52
143,191,1.3,0.4,643,967,8,143,169,28,29.72
260,171,0.7,0.4,763,936,10,78,101,28,49.77
313,178,0.6,0.4,759,917,10,0,161,28,52.44
284,168,0.6,0.4,794,970,7,0,120,28,40.93
336,182,0.5,0.5,817,986,3,0,0,28,44.86
145,181,1.2,0.6,812,979,11,134,0,28,13.2
150,174,1.2,0.4,675,1069,12,0,237,28,37.43
144,192,1.3,0.4,805,814,8,133,170,28,29.87
331,195,0.6,0.4,802,811,8,0,170,28,56.61
155,193,1.2,0.6,697,1047,9,143,0,28,12.46
155,193,1.2,0.6,868,877,9,0,183,28,23.79
135,180,1.3,0.6,805,961,10,166,0,28,13.29
266,178,0.7,0.4,745,910,10,87,112,28,39.42
314,179,0.6,0.3,690,869,8,113,145,28,46.23
313,127,0.4,0.3,822,1000,8,0,145,28,44.52
146,182,1.2,0.6,817,986,3,0,173,28,23.74
144,178,1.2,0.5,774,941,7,106,136,28,26.14
148,181,1.2,0.5,884,839,15,182,0,28,15.52
277,191,0.7,0.4,666,946,7,91,117,28,43.57
298,164,0.6,0.4,784,953,13,107,0,28,35.86
313,178,0.6,0.4,689,1002,8,0,145,28,41.05
155,194,1.3,0.4,699,880,9,143,184,28,28.99
289,195,0.7,0.5,760,924,6,0,134,28,46.24
148,171,1.2,0.5,828,1000,2,0,175,28,26.92
145,202,1.4,0.6,869,824,8,179,0,28,10.54
313,178,0.6,0.6,822,1000,8,0,0,28,25.1
136,172,1.3,0.4,764,923,10,126,162,28,29.07
155,193,1.2,0.6,868,877,9,143,0,28,9.74
255,189,0.7,0.4,749,919,6,77,99,28,33.8
162,216,1.3,0.4,638,822,10,172,207,28,39.84
136,199,1.5,0.5,783,847,6,98,196,28,26.97
164,197,1.2,0.4,641,961,8,128,163,28,27.23
162,202,1.2,0.4,680,820,10,164,214,28,30.65
157,200,1.3,0.4,704,819,9,152,214,28,33.05
149,192,1.3,0.4,623,935,8,194,153,28,24.58
135,196,1.5,0.5,643,965,6,193,105,28,21.91
159,201,1.3,0.4,669,848,7,161,209,28,30.88
144,176,1.2,0.5,709,1021,6,195,15,28,15.34
154,228,1.5,0.4,612,845,7,185,174,28,24.34
167,185,1.1,0.3,636,898,7,195,187,28,23.89
184,213,1.2,0.5,623,923,6,190,86,28,22.93
156,221,1.4,0.4,614,854,7,187,178,28,29.41
236.9,246.9,1,0.6,695.4,852.9,6,71.5,91.7,28,28.63
313.3,178.5,0.6,0.4,688.7,1001.9,8,113,0,28,36.8
154.8,193.3,1.2,0.6,696.7,1047.4,9.1,0,183.4,28,18.29
145.9,202.5,1.4,0.5,871.8,827,3.4,0,230.5,28,32.72
296,221.4,0.7,0.5,778.4,819.2,10.5,106.7,0,28,31.42
133.1,195.7,1.5,0.6,795.3,949.4,3.1,0,210.2,28,28.94
313.3,178.5,0.6,0.4,824,867.2,8,0,145,28,40.93
151.6,184.4,1.2,0.7,815.9,992,7.9,111.9,0,28,12.18
153.1,178.5,1.2,0.4,688.7,1001.9,8,113,145,28,25.56
139.9,200.3,1.4,0.5,753.4,916,7.4,103.3,132.6,28,36.44
149.5,175.8,1.2,0.5,892.7,846.8,12.6,0,236,28,32.96
299.8,211.5,0.7,0.5,727.6,878.2,9.9,119.8,0,28,23.84
153.1,178.5,1.2,0.4,824,867.2,8,113,145,28,26.23
148.1,158.1,1.1,0.6,830.1,1001.8,16.1,136.6,0,28,17.96
326.5,199,0.6,0.4,792.5,801.1,10.8,137.9,0,28,38.63
152.7,178.1,1.2,0.6,822.2,999.7,8,0,144.7,28,19.01
261.9,195.4,0.7,0.4,732.6,895.2,5,86.1,110.5,28,33.72
158.4,219.7,1.4,0.6,712.9,897.7,11,194.9,0,28,8.54
150.7,166.7,1.1,0.5,678,1074.5,15.6,185.3,0,28,13.46
272.6,198.7,0.7,0.5,762.2,931.3,10.6,89.6,0,28,32.25
149,182.9,1.2,0.5,780.3,953.4,7.1,91.7,117.6,28,23.52
143,190.7,1.3,0.4,643.5,967.4,8.4,142.7,169.4,28,29.73
259.9,170.6,0.7,0.4,762.9,935.7,10.4,78.4,100.6,28,49.77
312.9,177.6,0.6,0.4,759.5,916.6,9.6,0,160.5,28,52.45
284,168.3,0.6,0.4,794.2,970.4,7.2,0,119.7,28,40.93
336.5,181.9,0.5,0.5,816.8,985.8,3.4,0,0,28,44.87
144.8,180.8,1.2,0.6,811.5,979.5,11.1,133.6,0,28,13.2
150,173.8,1.2,0.4,674.8,1069.3,11.9,0,236.8,28,37.43
143.7,191.6,1.3,0.4,805.3,814.1,8.5,132.6,170.2,28,29.87
330.5,194.9,0.6,0.4,802.3,811,8.1,0,169.6,28,56.62
154.8,193.3,1.2,0.6,696.7,1047.4,9.1,142.8,0,28,12.46
154.8,193.3,1.2,0.6,867.7,877.2,9.1,0,183.4,28,23.79
134.7,180.2,1.3,0.6,804.9,961,10,165.7,0,28,13.29
266.2,177.9,0.7,0.4,744.5,909.7,10.4,87.5,112.3,28,39.42
314,178.9,0.6,0.3,690.2,869.1,8,113.2,145.3,28,46.23
312.7,127.3,0.4,0.3,822.2,999.7,8,0,144.7,28,44.52
145.7,181.9,1.2,0.6,816.8,985.8,3.4,0,172.6,28,23.74
143.8,178.1,1.2,0.5,774.3,941.5,7.5,106.2,136.3,28,26.15
148.1,181.4,1.2,0.5,884.3,838.9,15,182.1,0,28,15.53
277,190.6,0.7,0.4,665.6,946.5,7,91,116.8,28,43.58
298.1,163.6,0.5,0.4,784,953.2,12.8,107.5,0,28,35.87
313.3,178.5,0.6,0.4,688.7,1001.9,8,0,145,28,41.05
155.2,193.8,1.2,0.4,698.5,879.6,9.2,143.2,183.9,28,28.99
289,194.9,0.7,0.5,760.1,924.1,5.5,0,133.7,28,46.25
147.8,171.2,1.2,0.5,828.5,1000,2.2,0,175.1,28,26.92
145.4,201.7,1.4,0.6,868.7,824,7.8,178.9,0,28,10.54
312.7,178.1,0.6,0.6,822.2,999.7,8,0,0,28,25.1
136.4,171.6,1.3,0.4,764.4,922.6,10.4,125.8,161.6,28,29.07
154.8,193.3,1.2,0.6,867.7,877.2,9.1,142.8,0,28,9.74
255.3,188.6,0.7,0.4,749.3,919,6.5,77,98.8,28,33.8
272.8,209.7,0.8,0.5,679.7,904,9,81.8,105.1,28,37.17
162,178.8,1.1,0.4,741.4,838.1,18.8,148.1,190.1,28,33.76
153.6,220.1,1.4,0.5,657.9,923.2,10.1,112.3,144.2,28,16.5
146.5,201.9,1.4,0.6,829.5,860,8.8,89.3,114.6,28,19.99
151.8,167.5,1.1,0.4,694.6,944,18.3,138.7,178.1,28,36.35
309.9,167.8,0.5,0.3,651.2,913.9,22.1,111.2,142.8,28,38.22
143.6,158.4,1.1,0.5,844.5,942.7,17.9,174.9,0,28,15.42
303.6,213.5,0.7,0.5,722.5,895.5,6.2,0,139.9,28,33.42
374.3,190.2,0.5,0.5,730.4,1013.2,6.7,0,0,28,39.06
158.6,175.1,1.1,0.4,719.7,953.3,15,116,148.9,28,27.68
152.6,200,1.3,0.5,683.9,1001.8,6.3,0,238.7,28,26.86
310,167.9,0.5,0.4,804,914.3,10,0,142.8,28,45.3
304.8,196,0.6,0.5,705.2,959.4,9.8,99.6,0,28,30.12
150.9,166.6,1.1,0.5,772.2,991.2,11.6,183.9,0,28,15.57
141.9,173.5,1.2,0.4,785.3,882.6,10.9,129.7,166.6,28,44.61
297.8,201.3,0.7,0.4,655.3,878.4,6,106.9,137.2,28,53.52
321.3,190.5,0.6,0.4,774,870,4.6,0,164.2,28,57.22
366,191.3,0.5,0.3,756.9,824.3,6.6,0,187,28,65.91
279.8,172.4,0.6,0.3,804.9,825.1,9.5,100.4,128.9,28,52.83
252.1,193.8,0.8,0.5,821.4,835.5,8.3,75.6,97.1,28,33.4
164.6,181.6,1.1,0.6,728.9,1023.3,11.7,150.4,0,28,18.03
155.6,180.3,1.2,0.5,697.7,1022,10.7,0,243.5,28,37.36
160.2,203.2,1.3,0.4,709.7,828.7,11.3,146.4,188,28,35.31
298.1,186.4,0.6,0.5,815.2,879,6.1,107,0,28,42.64
317.9,209.7,0.7,0.5,736.6,860.5,5.7,126.5,0,28,40.06
287.3,187.6,0.7,0.4,695.9,904.4,9.2,93.9,120.5,28,43.8
325.6,174,0.5,0.4,790,881.6,8.9,0,166.4,28,61.24
355.9,193.3,0.5,0.4,778.4,801.4,11,141.6,0,28,40.87
132,178.9,1.4,0.4,735.6,866.9,5.5,160.9,206.5,28,33.31
322.5,185.8,0.6,0.4,709.5,951,8.5,0,148.6,28,52.43
164.2,181.2,1.1,0.5,846,849.3,12.6,200.1,0,28,15.09
313.8,169.9,0.5,0.4,782.9,925.3,10.1,112.6,0,28,38.46
321.4,182.5,0.6,0.4,779.7,870.1,11.5,127.9,0,28,37.27
139.7,236.7,1.7,0.5,655.6,868.6,5.8,127.7,163.9,28,35.23
288.4,177.4,0.6,0.4,829.5,907.9,7,0,121,28,42.14
298.2,209.7,0.7,0.5,744.2,879.6,11.1,107,0,28,31.88
264.5,195.5,0.7,0.4,790.4,832.6,5.9,86.5,111,28,41.54
159.8,168.4,1.1,0.4,688.2,1049.3,12.2,0,250,28,39.46
166,183.2,1.1,0.4,826.8,858.8,12.7,0,259.7,28,37.92
276.4,179.6,0.6,0.4,768.3,870.1,8.9,90.3,116,28,44.28
322.2,196,0.6,0.4,813.4,817.9,10.4,115.6,0,28,31.18
148.5,192.7,1.3,0.5,780,892.4,6.1,108.6,139.4,28,23.7
159.1,175.6,1.1,0.5,788.9,989.6,11.3,0,186.7,28,32.77
260.9,200.6,0.8,0.5,761.5,864.5,8.6,78.3,100.5,28,32.4